'Montecchio Emilia',0.155489,0.616541,0.006889,0.151647,0.018548,0.01186,0.078247,0.015154,0.152636,0.049343,0.217805,0.158759,0.106804,0.058955,0.113447,0.193102,0.095857,0.150649,0.187215,cluster1
Novellara,0.084122,0.520164,0.012875,0.200021,0.123052,0.144787,0.18644,0.082025,0.319837,0.001213,0.085566,0.097324,0.115506,0.094776,0.197144,0.097572,0.048856,0.234416,0.187215,cluster4
Poviglio,0.059255,0.315106,0.015253,0.10473,0.083132,0.11856,0.139736,0.047523,0.224148,0.026289,0.118842,0.100973,0.154272,0.084701,0.13566,0.175403,0.063698,0.168831,0.16895,cluster4
'Quattro Castella',0.101923,0.646617,0.012957,0.152509,0.011237,0.005919,0.077979,0.008671,0.279348,0.055005,0.140449,0.14781,0.049051,0.082463,0.187624,0.270479,0.078541,0.108442,0.054795,cluster1
Reggiolo,0.075922,0.43404,0.000328,0.000387,0.143059,0.137115,0.018054,0.008661,0.186135,0.056421,0.092913,0.100365,0.102057,0.051119,0.118604,0.087361,0.021645,0.144156,0.086758,cluster0
'Rio Saliceto',0.097061,0.567327,0.007463,0.090563,0.011206,0.044764,0.072392,0.040159,0.051704,0.088979,0.079516,0.062044,0.092563,0.029104,0.059104,0.08373,0.037106,0.035714,0.018265,cluster0
Rolo,0.102346,0.511962,0.003198,0.059538,0.062675,0.045543,0.040067,0.025074,0.068162,0.063094,0.006482,0.068127,0.084652,0.026119,0.062674,0.034717,0.021645,0.015584,0,cluster0
Rubiera,0.211459,0.662338,0.026816,0.214381,0.148383,0.02505,0.080838,0.024839,0.100204,0.153893,0.150389,0.104015,0.045095,0.060075,0.166997,0.155435,0.156463,0.127273,0.109589,cluster5
'San Martino in Rio',0.127782,0.654135,0.000328,0.115553,0,0,0.072892,0.000791,0.094232,0.128008,0.028954,0.101582,0.125791,0.096269,0.078937,0.130928,0.062461,0.096104,0.191781,cluster1
'San Polo d Enza',0.067688,0.634313,0.002706,0.063165,0.003042,0.012134,0.04097,0.020517,0.102971,0.051972,0.174589,0.096715,0.142405,0.058955,0.074177,0.149535,0.056277,0.109091,0.205479,cluster1
'Sant Ilario d Enza',0.199871,0.546138,0.002296,0.162618,0.08993,0.014362,0.06492,0.007156,0.129624,0.017189,0.111495,0.01764,0.039557,0.018284,0.047203,0.113229,0.146568,0.05974,0.050228,cluster1
Scandiano,0.184707,0.671907,0.036247,0.305509,0.009546,0.007064,0.101743,0.012392,0.263763,0.313043,0.369058,0.260949,0.260285,0.201119,0.311384,0.451327,0.239332,0.223377,0.232877,cluster5
Toano,0.022651,0.698565,0.006561,0.001576,0.001785,0.009413,0.007531,0.019826,0.167201,0.024874,0.203544,0.164842,0.210443,0.08806,0.08806,0.203086,0.062461,0.166234,0.118721,cluster2
Vetto,0.011378,0.682843,0.000164,0.000535,0.000745,0.009846,0.009003,0.024976,0.109962,0.008898,0.12057,0.087591,0.0625,0.060448,0.10353,0.091219,0.0235,0.094156,0.022831,cluster2
'Vezzano sul Crostolo',0.039546,0.643199,0.039856,0.00941,0.018144,0.00628,0.003777,0.009059,0.146228,0.030536,0.042783,0.157543,0.157437,0.041791,0.075367,0.159519,0.089672,0.172727,0.159817,cluster1
Viano,0.025644,0.650718,0.000492,0.001011,0.012386,0.005428,0.001314,0.001148,0.150743,0.001011,0.003889,0.042579,0.156646,0.051866,0.069417,0.136147,0.06308,0.056494,0.054795,cluster1
'Villa Minozzo',0.006707,0.9419,0.001394,0.000312,0.000574,0.01331,0.012363,0.029781,0.327993,0.06087,0.085566,0.315693,0.40981,0.168284,0.128917,0.27116,0.076067,0.318182,0.228311,cluster2
Ventasso,0.004747,0.95352,0.000656,0.000178,0.000186,0.014978,0.014826,0.041242,0.386105,0.058847,0.318928,0.266423,0.556962,0.221642,0.225704,0.25346,0.092146,0.406494,0.438356,cluster5
